repo_name,organization,language,stars,forks,open_issues,age_days,has_coc,has_contributing,has_workflows,has_readme,description
drawio-desktop,jgraph,JavaScript,59434,5589,56,3186,True,False,True,True,Official electron build of draw.io
Real-Time-Voice-Cloning,CorentinJ,Python,59340,9406,169,2456,False,False,True,True,Clone a voice in 5 seconds to generate arbitrary speech in real-time
shadowsocks-windows,shadowsocks,C#,59241,16318,199,4779,False,True,True,True,A C# port of shadowsocks
llama,meta-llama,Python,59140,9826,515,1096,True,True,True,True,Inference code for Llama models
git,git,C,59092,27500,341,6415,True,False,True,True,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
angular.js,angular,JavaScript,58977,27274,461,5883,True,True,True,True,AngularJS - HTML enhanced for web apps!
awesome-flutter,Solido,Dart,58952,6856,20,3205,False,True,True,True,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more."
Magisk,topjohnwu,Rust,58694,16733,43,3446,False,False,True,True,The Magic Mask for Android
ladybird,LadybirdBrowser,C++,58512,2666,654,625,True,True,True,True,Truly independent web browser
awesome-chatgpt-prompts-zh,PlexPt,,58306,13588,42,1160,False,False,False,True,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。
rails,rails,Ruby,58196,22175,1467,6518,True,True,True,True,Ruby on Rails
mkcert,FiloSottile,Go,58023,3044,165,2791,False,False,True,True,A simple zero-config tool to make locally trusted development certificates with any names you'd like.
cline,cline,TypeScript,57945,5755,745,588,True,True,True,True,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way."
30-Days-Of-Python,Asabeneh,Python,57923,11084,89,2278,False,False,True,True,The 30 Days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days. Follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw
html5-boilerplate,h5bp,JavaScript,57391,12324,15,5864,False,False,True,True,"A professional front-end template for building fast, robust, and adaptable web apps or sites."
fuel-core,FuelLabs,Rust,57365,2859,183,1996,False,True,True,True,Rust full node implementation of the Fuel v2 protocol.
FFmpeg,FFmpeg,C,57160,13481,3,5420,False,True,False,True,Mirror of https://git.ffmpeg.org/ffmpeg.git
DeepLearning-500-questions,scutan90,JavaScript,57146,15974,121,2789,False,False,False,True,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06
bat,sharkdp,Rust,57117,1457,342,2856,False,True,True,True,A cat(1) clone with wings.
private-gpt,zylon-ai,Python,57105,7613,290,1019,False,False,True,True,"Interact with your documents using the power of GPT, 100% privately, no data leaks"
zustand,pmndrs,TypeScript,56988,1946,4,2503,False,True,True,True,🐻 Bear necessities for state management in React
memos,usememos,Go,56913,4116,65,1529,False,False,True,True,"An open-source, self-hosted note-taking service. Your thoughts, your data, your control — no tracking, no ads, no subscription fees."
yolov5,ultralytics,Python,56815,17429,44,2098,False,True,True,True,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite
astro,withastro,TypeScript,56810,3148,244,1796,False,True,True,True,The web framework for content-driven websites. ⭐️ Star to support our work!
you-get,soimort,Python,56735,9794,380,4926,False,True,True,True,:arrow_double_down: Dumb downloader that scrapes the web
react-router,remix-run,TypeScript,56229,10825,155,4291,True,True,True,True,Declarative routing for React
llm-app,pathwaycom,Jupyter Notebook,56117,1331,8,941,True,True,True,True,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
face_recognition,ageitgey,Python,56116,13713,833,3269,False,True,True,True,The world's simplest facial recognition api for Python and the command line
daytona,daytonaio,TypeScript,56097,5019,287,739,True,True,True,True,Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code
pocketbase,pocketbase,Go,56088,3113,21,1320,False,True,True,True,Open Source realtime backend in 1 file
gatsby,gatsbyjs,JavaScript,55956,10237,349,3921,True,True,True,True,"The best React-based framework with performance, scalability and security built in."
meilisearch,meilisearch,Rust,55906,2372,300,2854,True,True,True,True,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.
leetcode,azl397985856,JavaScript,55805,9449,10,2878,False,True,True,True,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。)
pi-hole,pi-hole,Shell,55683,2974,57,4269,False,True,True,True,A black hole for Internet advertisements
awesome-rust,rust-unofficial,Rust,55615,3175,11,4230,False,True,True,True,A curated list of Rust code and resources.
rclone,rclone,Go,55545,4904,1154,4353,True,True,True,True,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files"
rich,Textualize,Python,55478,2029,300,2288,True,True,True,True,Rich is a Python library for rich text and beautiful formatting in the terminal.
awesome-android-ui,wasabeef,,55410,10266,38,4070,True,False,True,True,A curated list of awesome Android UI/UX libraries
project-layout,golang-standards,Makefile,55360,5440,95,3079,False,False,False,True,Standard Go Project Layout
gpt-engineer,AntonOsika,Python,55196,7327,66,1022,False,False,True,True,CLI platform to experiment with codegen. Precursor to: https://lovable.dev
github-cheat-sheet,tiimgreen,,55133,5397,41,4325,False,True,True,True,A list of cool features of Git and GitHub.
GPT-SoVITS,RVC-Boss,Python,55005,6008,850,761,False,False,True,True,1 min voice data can also be used to train a good TTS model! (few shot voice cloning)
vaultwarden,dani-garcia,Rust,54982,2553,28,2918,False,False,True,True,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
faceswap,deepfakes,Python,54967,13427,53,2979,True,False,True,True,Deepfakes Software For All
hackingtool,Z4nzu,Python,54956,5992,85,2135,False,False,True,True,ALL IN ONE Hacking Tool For Hackers
appwrite,appwrite,TypeScript,54756,4991,964,2503,False,True,True,True,"Appwrite® - complete cloud infrastructure for your web, mobile and AI apps. Including Auth, Databases, Storage, Functions, Messaging, Hosting, Realtime and more"
anything-llm,Mintplex-Labs,JavaScript,54551,5871,274,986,False,True,True,True,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
autogen,microsoft,Python,54540,8218,587,911,True,True,True,True,A programming framework for agentic AI
OpenManus,FoundationAgents,Python,54467,9533,533,345,True,False,True,True,"No fortress, purely open ground.  OpenManus is Coming."
ChatGPT,lencx,Rust,54377,6219,918,1165,False,False,False,True,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
MinerU,opendatalab,Python,54362,4514,182,716,False,False,True,True,Transforms complex documents like PDFs into LLM-ready markdown/JSON for your Agentic workflows.
element,ElemeFE,Vue,54208,14562,2966,3451,False,False,True,True,A Vue.js 2.0 UI Toolkit for Web
starship,starship,Rust,54096,2374,976,2510,True,True,True,True,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
maybe,maybe-finance,Ruby,53988,5212,0,774,False,True,True,True,The personal finance app for everyone
marktext,marktext,JavaScript,53833,3985,1389,3016,False,True,True,True,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows."
normalize.css,necolas,CSS,53785,10475,73,5400,False,True,False,True,A modern alternative to CSS resets
requests,psf,Python,53734,9745,303,5479,False,False,True,True,"A simple, yet elegant, HTTP library."
gitea,go-gitea,Go,53700,6384,2837,3392,True,True,True,True,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD"
joplin,laurent22,TypeScript,53427,5718,640,3315,False,True,True,True,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS."
segment-anything,facebookresearch,Jupyter Notebook,53411,6229,592,1058,True,True,False,True,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
dive,wagoodman,Go,53331,1942,193,2834,False,False,True,True,A tool for exploring each layer in a docker image
ultralytics,ultralytics,Python,53277,10200,363,1251,False,True,True,True,Ultralytics YOLO 🚀
nanoGPT,karpathy,Python,53176,8998,331,1144,False,False,False,True,"The simplest, fastest repository for training/finetuning medium-sized GPTs."
docling,docling-project,Python,53013,3600,840,585,True,True,True,True,Get your documents ready for gen AI
core,vuejs,TypeScript,52984,9054,1006,2804,False,False,True,True,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web."
trackerslist,ngosang,,52921,6649,6,3583,False,False,True,True,Updated list of public BitTorrent trackers
powerlevel10k,romkatv,Shell,52864,2396,135,2546,False,False,False,True,A Zsh theme
material-design-icons,google,,52861,9733,389,4146,False,False,True,True,Material Design icons by Google (Material Symbols)
pdf.js,mozilla,JavaScript,52822,10584,468,5408,True,False,True,True,PDF Reader in JavaScript
ImHex,WerWolv,C++,52613,2341,324,1922,True,True,True,True,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
first-contributions,firstcontributions,,52608,98063,291,3434,False,False,True,True,🚀✨ Help beginners to contribute to open source projects
ionic-framework,ionic-team,TypeScript,52351,13393,639,4560,True,False,True,True,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript."
kotlin,JetBrains,Kotlin,52304,6215,215,5114,True,False,True,True,The Kotlin Programming Language. 
unsloth,unslothai,Python,52186,4315,958,807,True,True,True,True,"Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train OpenAI gpt-oss, DeepSeek, Qwen, Llama, Gemma, TTS 2x faster with 70% less VRAM."
Docker-OSX,sickcodes,Shell,52153,2899,415,2081,False,False,True,True,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.
Ghost,TryGhost,JavaScript,51810,11324,367,4669,False,False,True,True,"Independent technology for modern publishing, memberships, subscriptions and newsletters."
prettier,prettier,JavaScript,51549,4655,1432,3363,False,True,True,True,Prettier is an opinionated code formatter.
etcd,etcd-io,Go,51507,10319,214,4605,False,True,True,True,Distributed reliable key-value store for the most critical data of a distributed system
grok-1,xai-org,Python,51489,8493,127,699,True,False,False,True,Grok open release
guava,google,Java,51472,11147,720,4279,False,True,True,True,Google core libraries for Java
PowerShell,PowerShell,C#,51427,8167,1387,3684,True,False,True,True,PowerShell for every system!
jekyll,jekyll,Ruby,51427,10305,241,6326,False,False,True,True,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby
superpowers,obra,Shell,51407,3879,128,127,False,False,True,True,An agentic skills framework & software development methodology that works.
n8n-workflows,Zie619,Python,51400,6454,17,276,False,False,True,True,all of the workflows of n8n i could find (also from the site itself)
typst,typst,Rust,51286,1463,1138,2334,False,True,True,True,A markup-based typesetting system that is powerful and easy to learn.
awesome-ios,vsouza,Swift,51268,6950,11,4237,True,False,True,True,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects "
Free-Certifications,cloudcommunity,,51266,3411,66,2024,False,False,True,True,A curated list of free courses with certifications. Also available at https://free-certifications.com/
Semantic-UI,Semantic-Org,JavaScript,51152,4909,1074,4694,False,True,True,True,Semantic is a UI component framework based around useful principles from natural language.
v2rayNG,2dust,Kotlin,50976,6930,18,2467,False,False,True,True,"A V2Ray client for Android, support Xray core and v2fly core"
chinese-poetry,chinese-poetry,JavaScript,50948,10301,130,3452,False,False,True,True,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。"
DefinitelyTyped,DefinitelyTyped,TypeScript,50938,30565,697,4879,False,False,True,True,The repository for high quality TypeScript type definitions.
go-ethereum,ethereum,Go,50801,21777,388,4433,False,False,True,True,Go implementation of the Ethereum protocol
Motrix,agalwood,JavaScript,50793,4821,772,2615,True,True,True,True,A full-featured download manager.
coolify,coollabsio,PHP,50653,3600,619,1845,True,True,True,True,"An open-source, self-hostable PaaS alternative to Vercel, Heroku & Netlify that lets you easily deploy static sites, databases, full-stack applications and 280+ one-click services on your own servers."
termux-app,termux,Java,50608,6012,487,3767,False,False,True,True,Termux - a terminal emulator application for Android OS extendible by variety of packages.
ai-agents-for-beginners,microsoft,Jupyter Notebook,50566,17697,10,443,True,False,True,True,12 Lessons to Get Started Building AI Agents
awesome-wechat-weapp,justjavac,,50494,9018,2,3431,False,False,False,True,微信小程序开发资源汇总 :100:
hiring-without-whiteboards,poteto,JavaScript,50433,3885,31,3258,True,True,True,True,⭐️  Companies that don't have a broken hiring process
professional-programming,charlax,Python,50360,3958,3,3752,False,True,False,True,A collection of learning resources for curious software engineers
bulma,jgthms,CSS,50056,3910,517,3674,False,False,True,True,Modern CSS framework based on Flexbox
windows,dockur,Shell,49955,4016,95,762,False,False,True,True,Windows inside a Docker container.
lazydocker,jesseduffield,Go,49695,1574,261,2464,False,True,True,True,The lazier way to manage everything docker
mastodon,mastodon,Ruby,49646,7395,4400,3645,True,True,True,True,"Your self-hosted, globally interconnected microblogging community"
100-Days-Of-ML-Code,Avik-Jain,,49640,11310,67,2781,True,True,True,True,100 Days of ML Coding
cypress,cypress-io,TypeScript,49572,3401,1257,4000,True,True,True,True,"Fast, easy and reliable testing for anything that runs in a browser."
MoneyPrinterTurbo,harry0703,Python,49484,7024,216,705,False,False,True,True,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
hacker-scripts,NARKOZ,JavaScript,49410,6677,68,3737,False,False,False,True,Based on a true story
Flowise,FlowiseAI,TypeScript,49099,23714,783,1051,True,True,True,True,"Build AI Agents, Visually"
alist,AlistGo,Go,49010,7988,576,1878,True,True,True,True,"🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。"
odoo,odoo,Python,49005,31476,9325,4295,False,True,True,True,Odoo. Open Source Apps To Grow Your Business.
json,nlohmann,C++,48888,7310,100,4608,False,False,True,True,JSON for Modern C++
lx-music-desktop,lyswhut,TypeScript,48812,6645,1084,2376,False,False,True,True,一个基于 Electron 的音乐软件
open-source-ios-apps,dkhamsing,,48732,5724,0,4036,False,False,True,True,:iphone: Collaborative List of Open-Source iOS Apps
huginn,huginn,Ruby,48690,4223,698,4724,False,False,True,True,Create agents that monitor and act on your behalf.  Your agents are standing by!
dbeaver,dbeaver,Java,48678,4037,3226,3769,False,False,True,True,Free universal database tool and SQL client
dayjs,iamkun,JavaScript,48543,2415,1193,2867,False,True,True,True,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API
RxJava,ReactiveX,Java,48528,7605,20,4784,False,True,True,True,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.
jellyfin,jellyfin,C#,48522,4419,819,2624,False,False,True,True,The Free Software Media System - Server Backend & API
query,TanStack,TypeScript,48496,3702,141,2348,False,True,True,True,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query."
algorithm-visualizer,algorithm-visualizer,JavaScript,48359,7579,78,3562,True,True,True,True,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code
julia,JuliaLang,Julia,48356,5736,4803,5413,False,True,True,True,The Julia Programming Language
moment,moment,JavaScript,48066,7025,290,5464,False,True,True,True,"Parse, validate, manipulate, and display dates in javascript."
pandas,pandas-dev,Python,47879,19653,3648,5653,False,False,True,True,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more"
x64dbg,x64dbg,C++,47741,2671,583,3961,False,False,True,True,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.
Fooocus,lllyasviel,Python,47693,7785,275,919,False,False,True,True,Focus on prompting and generating
terraform,hashicorp,Go,47669,10218,1941,4355,False,False,True,True,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned."
type-challenges,type-challenges,TypeScript,47662,5212,33072,2032,True,False,True,True,Collection of TypeScript type challenges with online judge
big-list-of-naughty-strings,minimaxir,Python,47578,2164,108,3842,False,False,False,True,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.
gogs,gogs,Go,47561,5080,956,4385,False,False,True,True,Gogs is a painless self-hosted Git service
design-patterns-for-humans,kamranahmedse,,47540,5503,17,3284,False,False,True,True,An ultra-simplified explanation to design patterns
htmx,bigskysoftware,JavaScript,47426,1567,659,2133,False,True,True,True,</> htmx - high power tools for HTML
Projects,karan,,47395,10678,116,4608,False,True,False,True,:page_with_curl: A list of practical projects that anyone can solve in any programming language.
open-source-mac-os-apps,serhii-londar,,47381,2451,133,3025,False,True,True,True,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps
kubernetes-the-hard-way,kelseyhightower,,47364,15488,44,3509,False,True,False,True,Bootstrap Kubernetes the hard way. No scripts.
mem0,mem0ai,Python,47345,5247,732,970,False,True,True,True,Universal memory layer for AI Agents
jadx,skylot,Java,47289,5426,416,4715,True,True,True,True,Dex to Java decompiler
winutil,ChrisTitusTech,PowerShell,47267,2492,18,1388,False,False,True,True,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates"
expo,expo,TypeScript,47232,10958,827,3469,False,True,True,True,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web."
awesome-java,akullpp,,47027,7631,3,4238,False,True,True,True,"A curated list of awesome frameworks, libraries and software for the Java programming language."
llama_index,run-llama,Python,46986,6819,294,1200,True,True,True,True,LlamaIndex is the leading framework for building LLM-powered agents over your data.
react,typescript-cheatsheets,JavaScript,46953,4283,1,2814,False,True,True,True,Cheatsheets for experienced React developers getting started with TypeScript
serverless,serverless,JavaScript,46944,5740,1223,3952,True,True,True,True,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services."
v2ray-core,v2ray,Go,46937,8894,9,3816,False,False,True,True,A platform for building proxies to bypass network restrictions.
okhttp,square,Kotlin,46883,9262,85,4954,False,True,True,True,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM."
quill,slab,TypeScript,46843,3623,626,4946,False,False,True,True,Quill is a modern WYSIWYG editor built for compatibility and extensibility
awesome-react-components,brillout,,46803,3707,20,3522,False,True,True,True,Curated List of React Components & Libraries.
PythonDataScienceHandbook,jakevdp,Jupyter Notebook,46756,18719,230,3475,False,False,False,True,Python Data Science Handbook: full text in Jupyter Notebooks
whisper.cpp,ggml-org,C++,46723,5207,1127,1237,False,False,True,True,Port of OpenAI's Whisper model in C/C++
freqtrade,freqtrade,Python,46717,9750,40,3194,False,True,True,True,"Free, open source crypto trading bot"
brew,Homebrew,Ruby,46607,10962,21,3632,False,True,True,True,🍺 The missing package manager for macOS (or Linux)
chinese-independent-developer,1c7,,46601,3936,3,3068,False,False,True,True,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么
pixijs,pixijs,TypeScript,46597,4953,306,4771,False,False,True,True,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer."
TrendRadar,sansan0,Python,46342,22170,59,292,False,False,True,True,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。"
discourse,discourse,Ruby,46328,8811,160,4781,False,True,True,True,"A platform for community discussion. Free, open, simple."
Made-With-ML,GokuMohandas,Jupyter Notebook,46269,7257,24,2658,False,False,True,True,"Learn how to design, develop, deploy and iterate on production-grade ML applications."
learn-regex,ziishaned,,46161,6219,64,3129,False,False,True,True,Learn regex the easy way
30-Days-Of-JavaScript,Asabeneh,JavaScript,46076,10418,368,2245,False,False,True,True,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
text-generation-webui,oobabooga,Python,46038,5884,2659,1151,False,False,True,True,"The definitive Web UI for local AI, with powerful features and easy setup."
awesome-design-patterns,DovAmir,,46011,3208,20,2811,False,True,False,True,A curated list of software and architecture related design patterns.
frontend-dev-bookmarks,dypsilon,,45985,5153,124,4620,False,True,False,True,Manually curated collection of resources for frontend web developers.
metabase,metabase,Clojure,45933,6223,3991,4029,False,False,True,True,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:
everything-claude-code,affaan-m,JavaScript,45877,5680,12,27,False,True,True,True,"Complete Claude Code configuration collection - agents, skills, hooks, commands, rules, MCPs. Battle-tested configs from an Anthropic hackathon winner."
ClickHouse,ClickHouse,C++,45859,8075,5467,3544,True,True,True,True,ClickHouse® is a real-time analytics database management system
OpenCut,OpenCut-app,TypeScript,45843,4681,261,237,False,False,True,True,The open-source CapCut alternative
ruff,astral-sh,Rust,45749,1769,1878,1284,True,True,True,True,"An extremely fast Python linter and code formatter, written in Rust."
ai-hedge-fund,virattt,Python,45742,7989,51,442,False,False,True,True,An AI Hedge Fund Team
Pake,tw93,Rust,45722,8997,2,1219,True,True,True,True,🤱🏻 Turn any webpage into a desktop app with one command.
context7,upstash,TypeScript,45718,2184,120,324,False,False,True,True,Context7 MCP Server -- Up-to-date code documentation for LLMs and AI code editors
acme.sh,acmesh-official,Shell,45694,5512,1349,3703,False,False,True,True,A pure Unix shell script ACME client for SSL / TLS certificate automation
plane,makeplane,TypeScript,45611,3529,652,1183,True,True,True,True,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage."
monaco-editor,microsoft,JavaScript,45579,3983,807,3538,False,True,True,True,A browser based code editor
architecture-samples,android,Kotlin,45561,11856,216,3662,False,True,True,True,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.
AI-For-Beginners,microsoft,Jupyter Notebook,45339,9215,5,1809,False,False,True,True,"12 Weeks, 24 Lessons, AI for All!"
awesome-cheatsheets,LeCoupa,JavaScript,45330,6661,131,3019,False,False,False,True,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file."
prisma,prisma,TypeScript,45311,2055,2482,2431,True,True,True,True,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB"
AdminLTE,ColorlibHQ,CSS,45297,18272,152,4434,True,False,True,True,AdminLTE - Free admin dashboard template based on Bootstrap 5
jest,jestjs,TypeScript,45289,6636,239,4449,True,True,True,True,Delightful JavaScript Testing.
JeecgBoot,jeecgboot,Java,45226,15826,56,2637,False,False,True,True,【AI低代码平台】AI low-code platform empowers enterprises to quickly develop low-code solutions and build AI applications.  助力企业快速实现低代码开发和构建AI应用！ AI应用平台涵盖：AI应用、AI模型、AI聊天助手、知识库、AI流程编排、MCP和插件，聊天式业务操作等。 强大代码生成器：实现前后端一键生成，无需手写代码! 显著提升效率节省成本，又不失灵活~
tldraw,tldraw,TypeScript,45201,2954,301,1742,True,True,True,True,very good whiteboard infinite canvas SDK
GitHubDaily,GitHubDaily,,45180,4545,526,2603,False,False,True,True,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub."
zx,google,JavaScript,45147,1200,36,1746,False,False,True,True,A tool for writing better scripts
nvm-windows,coreybutler,Go,44935,3728,98,4164,False,True,True,True,A node.js version management utility for Windows. Ironically written in Go.
meteor,meteor,JavaScript,44779,5263,340,5140,True,True,True,True,"Meteor, the JavaScript App Platform"
CppCoreGuidelines,isocpp,CSS,44775,5547,252,3831,False,True,True,True,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++"
hyper,vercel,TypeScript,44698,3547,1022,3515,False,False,True,True,A terminal built on web technologies
bevy,bevyengine,Rust,44621,4379,3241,2218,True,True,True,True,A refreshingly simple data-driven game engine built in Rust
Rocket.Chat,RocketChat,TypeScript,44610,13140,3578,3924,True,False,True,True,The Secure CommsOS™ for mission-critical operations
TTS,coqui-ai,Python,44532,5962,7,2096,True,True,True,True,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production"
react-hook-form,react-hook-form,TypeScript,44521,2357,120,2537,True,True,True,True,📋 React Hooks for form state management and validation (Web + React Native)
Leaflet,Leaflet,JavaScript,44493,6086,562,5623,True,True,True,True,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦
grpc,grpc,C++,44352,11053,1179,4085,False,True,True,True,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)"
slidev,slidevjs,TypeScript,44329,1935,176,1757,True,True,True,True,Presentation Slides for Developers
spotube,KRTirtho,Dart,44329,1984,734,1826,True,False,True,True,🎧 Open source music streaming app! Available for both desktop & mobile!
airflow,apache,Python,44276,16473,1750,3959,True,True,True,True,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows"
pyenv,pyenv,Shell,44268,3239,54,4915,False,True,True,True,Simple Python version management
penpot,penpot,Clojure,44236,2485,551,3699,True,True,True,True,Penpot: The open-source design tool for design and code collaboration
reactjs-interview-questions,sudheerj,JavaScript,44234,10286,6,2815,False,False,True,True,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!
edex-ui,GitSquared,JavaScript,44222,2995,6,3304,False,False,True,True,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support."
build-web-application-with-golang,astaxie,Go,44185,10544,135,4944,False,False,False,True,A golang ebook intro how to build a web with golang
crewAI,crewAIInc,Python,44113,5906,279,841,False,False,True,True,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks."
EasySpider,NaiboWang,JavaScript,44086,5394,266,2037,False,False,True,True,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。
legado,gedoor,Kotlin,44079,4906,72,2460,False,False,True,True,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。"
parcel,parcel-bundler,JavaScript,44040,2278,585,3112,True,True,True,True,The zero configuration build tool for the web. 📦🚀
react-use,streamich,TypeScript,43929,3284,652,2667,False,True,True,True,React Hooks — 👍
MediaCrawler,NanmiCoder,Python,43923,9660,129,981,False,False,True,True,小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫  | 知乎问答文章｜评论爬虫
awesome-compose,docker,HTML,43905,8022,331,2193,False,True,True,True,Awesome Docker Compose samples
retrofit,square,HTML,43885,7353,163,5639,False,False,True,True,A type-safe HTTP client for Android and the JVM
